일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2022/04/20","3766.89","-0.89","-0.02","3767.98","3786.12","3754.54","15690.0","742639.0","1.23814574E8"
"2022/04/19","3767.78","128.60","3.53","3677.67","3768.26","3672.97","24164.0","925183.0","1.23827053E8"
"2022/04/18","3639.18","18.08","0.50","3593.78","3650.07","3591.00","12647.0","647375.0","1.19841697E8"
"2022/04/15","3621.10","-33.40","-0.91","3611.03","3624.22","3580.21","16386.0","878927.0","1.18966381E8"
"2022/04/14","3654.50","-18.34","-0.50","3680.41","3680.47","3631.85","15075.0","828033.0","1.20702561E8"
"2022/04/13","3672.84","66.09","1.83","3619.82","3672.84","3599.08","14468.0","711715.0","1.22870175E8"
"2022/04/12","3606.75","6.49","0.18","3573.94","3618.81","3566.87","12766.0","639075.0","1.20693061E8"
"2022/04/11","3600.26","-46.73","-1.28","3617.21","3655.56","3589.90","11145.0","543106.0","1.2093266E8"
"2022/04/08","3646.99","6.74","0.19","3652.52","3655.19","3601.25","13611.0","774518.0","1.21892518E8"
"2022/04/07","3640.25","-1.14","-0.03","3599.96","3646.11","3581.24","16327.0","882743.0","1.22716974E8"
"2022/04/06","3641.39","-99.81","-2.67","3692.67","3697.39","3636.25","16110.0","904450.0","1.22416217E8"
"2022/04/05","3741.20","18.90","0.51","3740.57","3767.86","3726.03","15537.0","545520.0","1.26023655E8"
"2022/04/04","3722.30","11.97","0.32","3695.03","3725.87","3675.45","12419.0","550471.0","1.26077012E8"
"2022/04/01","3710.33","-64.03","-1.70","3745.95","3745.95","3705.60","12132.0","732341.0","1.25266815E8"
"2022/03/31","3774.36","-20.09","-0.53","3765.52","3783.85","3755.27","13847.0","868672.0","1.27400443E8"
"2022/03/30","3794.45","1.96","0.05","3840.33","3851.94","3777.22","17414.0","815954.0","1.29560901E8"
"2022/03/29","3792.49","38.97","1.04","3782.84","3793.63","3759.01","16978.0","767633.0","1.28886071E8"
"2022/03/28","3753.52","-0.38","-0.01","3742.06","3785.47","3730.20","15424.0","753887.0","1.27064777E8"
"2022/03/25","3753.90","2.56","0.07","3799.49","3805.21","3753.53","18243.0","1084868.0","1.27068929E8"
"2022/03/24","3751.34","12.51","0.33","3705.60","3756.20","3690.57","13440.0","829123.0","1.28609543E8"
"2022/03/23","3738.83","15.22","0.41","3747.39","3754.42","3715.65","13542.0","836115.0","1.30373799E8"
"2022/03/22","3723.61","47.12","1.28","3672.95","3727.65","3665.37","13255.0","608804.0","1.30196327E8"
"2022/03/21","3676.49","-9.69","-0.26","3702.04","3714.29","3668.77","14176.0","807573.0","1.28618407E8"
"2022/03/18","3686.18","41.18","1.13","3643.42","3693.28","3622.29","18909.0","959955.0","1.30054084E8"
"2022/03/17","3645.00","115.47","3.27","3615.22","3659.63","3615.22","22735.0","1346826.0","1.29455491E8"
"2022/03/16","3529.53","112.33","3.29","3492.71","3529.67","3460.41","13391.0","728694.0","1.23085704E8"
"2022/03/15","3417.20","-39.47","-1.14","3434.14","3450.07","3413.69","10979.0","626790.0","1.18965939E8"
"2022/03/14","3456.67","-80.96","-2.29","3516.99","3524.62","3430.90","13724.0","680199.0","1.21747898E8"
"2022/03/11","3537.63","-41.62","-1.16","3569.15","3576.19","3515.73","13368.0","663477.0","1.23491907E8"
"2022/03/10","3579.25","87.01","2.49","3572.39","3613.57","3553.92","18146.0","923801.0","1.25984738E8"
"2022/03/08","3492.24","-52.83","-1.49","3483.87","3544.35","3467.86","16022.0","819645.0","1.23528999E8"
"2022/03/07","3545.07","-113.56","-3.10","3580.94","3585.91","3531.90","15651.0","934655.0","1.25220253E8"
"2022/03/04","3658.63","-66.42","-1.78","3698.64","3700.87","3643.52","13605.0","718130.0","1.29970016E8"
"2022/03/03","3725.05","86.86","2.39","3688.20","3728.08","3687.31","17377.0","850832.0","1.33766479E8"
"2022/03/02","3638.19","39.78","1.11","3591.90","3656.37","3574.52","15290.0","695701.0","1.30007617E8"
"2022/02/28","3598.41","6.32","0.18","3571.08","3598.80","3541.08","14386.0","744516.0","1.28513917E8"
"2022/02/25","3592.09","80.46","2.29","3592.48","3608.24","3555.56","22092.0","983561.0","1.28105567E8"
"2022/02/24","3511.63","-113.25","-3.12","3572.52","3583.57","3503.89","23271.0","1210774.0","1.26689376E8"
"2022/02/23","3624.88","39.19","1.09","3627.48","3641.82","3567.88","14031.0","723194.0","1.32129688E8"
"2022/02/22","3585.69","-52.08","-1.43","3584.54","3616.82","3563.51","17841.0","834670.0","1.31606855E8"
"2022/02/21","3637.77","-36.12","-0.98","3613.54","3643.80","3576.68","11400.0","768988.0","1.33267432E8"
"2022/02/18","3673.89","10.23","0.28","3607.79","3680.10","3598.47","12212.0","707914.0","1.34692696E8"
"2022/02/17","3663.66","2.69","0.07","3664.83","3720.93","3605.57","20160.0","1203935.0","1.35525485E8"
"2022/02/16","3660.97","153.05","4.36","3607.79","3660.97","3603.16","15681.0","870635.0","1.33887876E8"
"2022/02/15","3507.92","-58.85","-1.65","3587.89","3594.05","3503.02","15252.0","981110.0","1.29550539E8"
"2022/02/14","3566.77","-90.12","-2.46","3597.61","3605.82","3533.93","18412.0","1051445.0","1.33888106E8"
"2022/02/11","3656.89","-49.41","-1.33","3670.67","3704.35","3653.08","17238.0","1123590.0","1.34841633E8"
"2022/02/10","3706.30","19.55","0.53","3737.68","3741.74","3674.47","19820.0","1334624.0","1.33931351E8"
"2022/02/09","3686.75","62.42","1.72","3669.45","3689.37","3648.53","15221.0","857351.0","1.31439308E8"
"2022/02/08","3624.33","-51.53","-1.40","3693.94","3709.39","3592.46","17463.0","944478.0","1.29963939E8"
"2022/02/07","3675.86","-72.56","-1.94","3749.22","3749.22","3634.86","15949.0","980893.0","1.29384027E8"
"2022/02/04","3748.42","33.60","0.90","3723.20","3781.24","3707.46","16083.0","828468.0","1.31315078E8"
"2022/02/03","3714.82","5.04","0.14","3799.39","3806.79","3714.71","19363.0","1140933.0","1.30526317E8"
"2022/01/28","3709.78","150.84","4.24","3583.76","3716.39","3532.63","21735.0","1121895.0","1.28197858E8"
"2022/01/27","3558.94","-110.66","-3.02","3681.65","3708.86","3546.35","22004.0","1210599.0","1.21655349E8"
"2022/01/26","3669.60","-70.11","-1.87","3760.76","3767.71","3664.05","17924.0","855690.0","1.25711753E8"
"2022/01/25","3739.71","-32.87","-0.87","3797.10","3805.65","3696.64","23289.0","1233719.0","1.27009765E8"
"2022/01/24","3772.58","-9.51","-0.25","3747.87","3797.67","3736.75","18620.0","1012338.0","1.28106305E8"
"2022/01/21","3782.09","-167.42","-4.24","3873.48","3885.26","3748.52","25627.0","1450385.0","1.28263363E8"
"2022/01/20","3949.51","46.19","1.18","3895.15","3949.51","3873.44","16311.0","1024613.0","1.34375516E8"
"2022/01/19","3903.32","-55.96","-1.41","3908.99","3947.07","3871.07","18384.0","952034.0","1.34990415E8"
"2022/01/18","3959.28","-23.07","-0.58","3998.39","4030.02","3937.16","25292.0","1029801.0","1.35445431E8"
"2022/01/17","3982.35","-3.17","-0.08","3995.09","4003.38","3955.09","17216.0","898853.0","1.36089691E8"
"2022/01/14","3985.52","28.38","0.72","3914.94","3987.23","3913.08","20872.0","1068148.0","1.37104865E8"
"2022/01/13","3957.14","1.65","0.04","3970.25","3986.49","3941.56","15934.0","934023.0","1.37377648E8"
"2022/01/12","3955.49","86.46","2.23","3925.35","3956.76","3904.26","20774.0","1060227.0","1.36702702E8"
"2022/01/11","3869.03","9.02","0.23","3893.19","3909.67","3845.48","21024.0","1018220.0","1.35249909E8"
"2022/01/10","3860.01","-83.86","-2.13","3927.50","3927.50","3834.48","16928.0","887688.0","1.3288025E8"
"2022/01/07","3943.87","82.15","2.13","3901.69","3961.92","3901.69","17485.0","974113.0","1.35671013E8"
"2022/01/06","3861.72","-84.42","-2.14","3878.93","3935.52","3845.75","19315.0","943280.0","1.33299019E8"
"2022/01/05","3946.14","-124.31","-3.05","4052.14","4055.32","3911.14","26042.0","1481337.0","1.34775618E8"
"2022/01/04","4070.45","-36.48","-0.89","4122.77","4123.33","4045.91","20296.0","973731.0","1.38391636E8"
"2022/01/03","4106.93","33.40","0.82","4109.86","4114.44","4074.22","24353.0","1127198.0","1.38711788E8"
"2021/12/30","4073.53","68.60","1.71","4035.40","4086.67","4020.63","25046.0","1248251.0","1.39866323E8"
"2021/12/29","4004.93","-42.46","-1.05","4031.71","4058.52","3965.64","23645.0","1101063.0","1.36364017E8"
"2021/12/28","4047.39","67.78","1.70","4001.96","4047.39","3987.13","24098.0","1130221.0","1.37135441E8"
"2021/12/27","3979.61","-15.98","-0.40","3997.11","4008.67","3970.44","18098.0","764378.0","1.35234418E8"
"2021/12/24","3995.59","-9.62","-0.24","4040.50","4040.79","3987.70","19110.0","777209.0","1.36703555E8"
"2021/12/23","4005.21","77.32","1.97","3959.49","4024.76","3951.71","34923.0","1079087.0","1.3652404E8"
"2021/12/22","3927.89","23.26","0.60","3967.44","3976.97","3920.88","28140.0","1057201.0","1.35186454E8"
"2021/12/21","3904.63","110.40","2.91","3845.47","3907.05","3812.08","38615.0","1006832.0","1.33241458E8"
"2021/12/20","3794.23","-41.39","-1.08","3820.85","3866.73","3794.23","25460.0","715085.0","1.29154251E8"
"2021/12/17","3835.62","-55.38","-1.42","3837.37","3860.65","3795.60","20261.0","903070.0","1.30673029E8"
"2021/12/16","3891.00","38.31","0.99","3909.57","3931.49","3871.31","24607.0","976102.0","1.3268231E8"
"2021/12/15","3852.69","24.39","0.64","3815.99","3853.96","3799.10","33241.0","754017.0","1.31994998E8"
"2021/12/14","3828.30","-17.45","-0.45","3816.94","3841.60","3794.05","14493.0","588769.0","1.30064416E8"
"2021/12/13","3845.75","31.62","0.83","3834.90","3891.01","3831.07","21879.0","973430.0","1.30644766E8"
"2021/12/10","3814.13","-65.63","-1.69","3844.50","3850.72","3794.46","54064.0","846581.0","1.29569946E8"
"2021/12/09","3879.76","18.71","0.48","3857.92","3883.50","3842.59","25548.0","1327899.0","1.32441795E8"
"2021/12/08","3861.05","-52.94","-1.35","3987.47","3996.95","3849.00","36473.0","1662553.0","1.29954829E8"
"2021/12/07","3913.99","58.00","1.50","3876.45","3922.00","3843.72","31173.0","1704540.0","1.31641128E8"
"2021/12/06","3855.99","50.57","1.33","3774.90","3868.10","3768.72","27301.0","1383260.0","1.28929631E8"
"2021/12/03","3805.42","18.33","0.48","3784.15","3817.13","3742.46","23715.0","1073472.0","1.27880379E8"
"2021/12/02","3787.09","117.29","3.20","3631.50","3801.47","3628.22","43366.0","1858697.0","1.28934658E8"
"2021/12/01","3669.80","107.79","3.03","3586.13","3679.86","3517.62","25470.0","1084517.0","1.25083212E8"
"2021/11/30","3562.01","-87.77","-2.40","3715.52","3733.78","3540.50","37494.0","1642851.0","1.21979825E8"
"2021/11/29","3649.78","-39.65","-1.07","3592.91","3698.40","3571.97","23058.0","1026035.0","1.24430759E8"
"2021/11/26","3689.43","-55.31","-1.48","3736.03","3776.01","3664.35","24834.0","1050786.0","1.2468486E8"
"2021/11/25","3744.74","-55.74","-1.47","3810.36","3818.24","3736.29","19202.0","903116.0","1.26712755E8"
"2021/11/24","3800.48","-57.93","-1.50","3878.47","3902.66","3754.05","33471.0","1385717.0","1.28802324E8"
"2021/11/23","3858.41","-38.01","-0.98","3887.14","3888.65","3821.83","31059.0","1379298.0","1.29255089E8"
"2021/11/22","3896.42","162.20","4.34","3814.59","3938.49","3814.59","74123.0","2892279.0","1.30181452E8"
"2021/11/19","3734.22","126.88","3.52","3625.77","3738.75","3624.10","30793.0","1162713.0","1.22851492E8"
"2021/11/18","3607.34","-1.93","-0.05","3604.06","3618.64","3572.23","17606.0","658104.0","1.20164753E8"
"2021/11/17","3609.27","-10.03","-0.28","3629.68","3630.74","3583.43","22758.0","927496.0","1.20466101E8"
"2021/11/16","3619.30","2.92","0.08","3616.63","3653.28","3593.95","29660.0","1170009.0","1.2156962E8"
"2021/11/15","3616.38","127.85","3.66","3550.71","3626.85","3550.71","41102.0","1468813.0","1.20907095E8"
"2021/11/12","3488.53","72.33","2.12","3434.37","3496.03","3421.03","18793.0","681425.0","1.162515E8"
"2021/11/11","3416.20","-1.12","-0.03","3388.49","3418.69","3363.11","17034.0","736803.0","1.15866274E8"
"2021/11/10","3417.32","-71.90","-2.06","3474.86","3478.88","3407.89","16098.0","650030.0","1.16545794E8"
"2021/11/09","3489.22","7.67","0.22","3480.25","3523.30","3475.36","17560.0","795615.0","1.178747E8"
"2021/11/08","3481.55","-13.96","-0.40","3494.53","3500.25","3426.33","16807.0","655145.0","1.16843955E8"
"2021/11/05","3495.51","22.91","0.66","3513.87","3545.77","3482.14","24556.0","927895.0","1.16712817E8"
"2021/11/04","3472.60","10.76","0.31","3510.24","3518.66","3458.03","14727.0","541858.0","1.1575766E8"
"2021/11/03","3461.84","-49.47","-1.41","3536.41","3538.43","3461.84","16031.0","644015.0","1.15263322E8"
"2021/11/02","3511.31","32.82","0.94","3498.19","3550.00","3495.38","27482.0","776825.0","1.17245153E8"
"2021/11/01","3478.49","26.94","0.78","3466.89","3506.05","3448.38","14608.0","647832.0","1.16121357E8"
"2021/10/29","3451.55","-55.97","-1.60","3535.02","3535.02","3446.74","24483.0","969221.0","1.13543411E8"
"2021/10/28","3507.52","119.08","3.51","3386.30","3539.87","3378.39","31326.0","1388111.0","1.16611974E8"
"2021/10/27","3388.44","-15.16","-0.45","3410.52","3418.77","3386.95","16575.0","621344.0","1.11731922E8"
"2021/10/26","3403.60","63.43","1.90","3370.34","3407.63","3368.75","16554.0","663997.0","1.12266325E8"
"2021/10/25","3340.17","24.16","0.73","3303.30","3347.78","3277.76","11861.0","531440.0","1.10113827E8"
"2021/10/22","3316.01","20.25","0.61","3288.84","3328.66","3271.58","12343.0","398715.0","1.08834244E8"
"2021/10/21","3295.76","-32.08","-0.96","3325.12","3344.69","3287.71","37193.0","558931.0","1.07137964E8"
"2021/10/20","3327.84","-22.19","-0.66","3369.79","3372.71","3327.84","12341.0","476224.0","1.08608423E8"
"2021/10/19","3350.03","8.04","0.24","3359.26","3367.60","3331.27","12293.0","414243.0","1.08826478E8"
"2021/10/18","3341.99","8.52","0.26","3333.20","3364.16","3295.99","14463.0","534076.0","1.08331112E8"
"2021/10/15","3333.47","79.36","2.44","3310.45","3346.81","3305.51","21028.0","880732.0","1.09069342E8"
"2021/10/14","3254.11","95.47","3.02","3178.96","3262.68","3175.43","16440.0","601500.0","1.04996459E8"
"2021/10/13","3158.64","3.51","0.11","3144.70","3182.19","3135.61","12400.0","520009.0","1.02518899E8"
"2021/10/12","3155.13","-39.86","-1.25","3178.41","3178.80","3130.72","15111.0","701564.0","1.0216394E8"
"2021/10/08","3194.99","-63.67","-1.95","3276.39","3279.18","3188.80","16593.0","698842.0","1.04309211E8"
"2021/10/07","3258.66","78.24","2.46","3212.88","3264.58","3199.65","18577.0","770256.0","1.06269266E8"
"2021/10/06","3180.42","-85.47","-2.62","3296.18","3296.63","3158.34","21540.0","737959.0","1.05675886E8"
"2021/10/05","3265.89","-48.31","-1.46","3278.99","3284.83","3225.79","20342.0","714153.0","1.07791612E8"
"2021/10/01","3314.20","-78.14","-2.30","3375.50","3383.58","3302.26","21605.0","697395.0","1.09814476E8"
"2021/09/30","3392.34","18.87","0.56","3367.64","3401.33","3349.56","19098.0","771542.0","1.12859887E8"
"2021/09/29","3373.47","-69.14","-2.01","3370.71","3383.06","3328.38","42326.0","1139935.0","1.10659079E8"
"2021/09/28","3442.61","-93.05","-2.63","3533.01","3538.96","3440.41","21571.0","726111.0","1.13893216E8"
"2021/09/27","3535.66","-16.94","-0.48","3548.82","3553.42","3519.88","49282.0","635324.0","1.15842013E8"
"2021/09/24","3552.60","-25.19","-0.70","3594.19","3602.30","3540.95","16075.0","614950.0","1.15753946E8"
"2021/09/23","3577.79","-63.50","-1.74","3610.67","3622.39","3573.94","14854.0","655797.0","1.16657187E8"
"2021/09/17","3641.29","66.09","1.85","3569.24","3643.03","3534.34","21065.0","843949.0","1.18499481E8"
"2021/09/16","3575.20","-55.43","-1.53","3644.38","3644.38","3570.14","18067.0","805176.0","1.15648654E8"
"2021/09/15","3630.63","-7.16","-0.20","3629.89","3634.88","3603.88","18975.0","729874.0","1.18633046E8"
"2021/09/14","3637.79","44.02","1.22","3613.65","3645.59","3594.66","12098.0","576374.0","1.18711743E8"
"2021/09/13","3593.77","-34.12","-0.94","3620.30","3629.32","3577.13","14558.0","576878.0","1.17451653E8"
"2021/09/10","3627.89","35.38","0.98","3608.96","3633.90","3578.07","15233.0","583969.0","1.16941373E8"
"2021/09/09","3592.51","-65.84","-1.80","3642.80","3660.04","3585.28","15362.0","724195.0","1.09061404E8"
"2021/09/08","3658.35","-15.57","-0.42","3661.21","3673.64","3629.95","13287.0","651841.0","1.11798138E8"
"2021/09/07","3673.92","-41.85","-1.13","3719.92","3719.92","3657.32","13677.0","596174.0","1.1100058E8"
"2021/09/06","3715.77","-8.01","-0.22","3727.42","3744.12","3697.94","12140.0","537137.0","1.12467717E8"
"2021/09/03","3723.78","27.70","0.75","3707.67","3742.68","3695.83","13664.0","691327.0","1.13232275E8"
"2021/09/02","3696.08","-39.00","-1.04","3738.71","3743.05","3692.27","10477.0","519809.0","1.1261292E8"
"2021/09/01","3735.08","18.55","0.50","3725.42","3735.79","3689.95","14263.0","799294.0","1.14056533E8"
"2021/08/31","3716.53","44.60","1.21","3675.55","3716.53","3642.08","14973.0","842959.0","1.13300186E8"
"2021/08/30","3671.93","3.16","0.09","3717.44","3719.59","3660.96","11604.0","462234.0","1.10787013E8"
"2021/08/27","3668.77","-13.28","-0.36","3652.73","3688.89","3629.06","13884.0","705043.0","1.1073791E8"
"2021/08/26","3682.05","16.34","0.45","3706.63","3723.95","3669.79","17631.0","828372.0","1.11209704E8"
"2021/08/25","3665.71","-15.55","-0.42","3743.44","3750.82","3637.28","18457.0","847425.0","1.10702396E8"
"2021/08/24","3681.26","102.09","2.85","3636.67","3682.89","3611.01","17179.0","901251.0","1.11855867E8"
"2021/08/23","3579.17","45.95","1.30","3588.05","3597.25","3537.78","14245.0","785878.0","1.09337152E8"
"2021/08/20","3533.22","-39.93","-1.12","3608.26","3633.29","3524.49","19886.0","946953.0","1.08459659E8"
"2021/08/19","3573.15","-115.74","-3.14","3649.76","3693.51","3572.80","21320.0","1134759.0","1.08948337E8"
"2021/08/18","3688.89","50.37","1.38","3637.21","3702.05","3590.01","20456.0","1286015.0","1.11285645E8"
"2021/08/17","3638.52","-36.70","-1.00","3685.65","3714.94","3627.25","23201.0","1342361.0","1.09066741E8"
"2021/08/13","3675.22","-62.84","-1.68","3729.97","3743.15","3612.22","35500.0","1999827.0","1.0949911E8"
"2021/08/12","3738.06","-67.87","-1.78","3768.61","3773.99","3719.67","37650.0","2586907.0","1.09607089E8"
"2021/08/11","3805.93","-145.25","-3.68","3903.25","3904.54","3797.29","35384.0","2153430.0","1.13665543E8"
"2021/08/10","3951.18","-70.14","-1.74","4024.13","4025.98","3934.70","23458.0","1167104.0","1.19900123E8"
"2021/08/09","4021.32","19.60","0.49","3998.07","4023.55","3976.23","23635.0","910777.0","1.23038279E8"
"2021/08/06","4001.72","-14.97","-0.37","4018.21","4028.51","3988.96","16804.0","715975.0","1.24131533E8"
"2021/08/05","4016.69","22.47","0.56","4004.02","4025.26","3986.76","22102.0","907027.0","1.25642821E8"
"2021/08/04","3994.22","16.64","0.42","4016.71","4019.82","3960.44","20432.0","962958.0","1.26008745E8"
"2021/08/03","3977.58","72.38","1.85","3912.86","4001.29","3901.91","21489.0","1051207.0","1.2515767E8"
"2021/08/02","3905.20","79.70","2.08","3848.94","3915.70","3837.55","16301.0","902122.0","1.21734656E8"
"2021/07/30","3825.50","-37.68","-0.98","3854.35","3858.43","3814.97","12442.0","626834.0","1.18563769E8"
"2021/07/29","3863.18","-3.57","-0.09","3893.96","3900.85","3837.80","11332.0","631069.0","1.19989936E8"
"2021/07/28","3866.75","-63.02","-1.60","3894.86","3917.94","3824.92","18601.0","1120510.0","1.20036969E8"
"2021/07/27","3929.77","-0.12","0.00","3958.88","3986.27","3920.03","15828.0","812978.0","1.22076503E8"
"2021/07/26","3929.89","-30.84","-0.78","3987.15","3990.09","3922.18","14558.0","686519.0","1.22608858E8"
"2021/07/23","3960.73","-10.64","-0.27","3981.94","3989.27","3947.92","15983.0","681155.0","1.23999525E8"
"2021/07/22","3971.37","106.40","2.75","3905.14","4001.78","3905.12","30509.0","1244701.0","1.24750341E8"
"2021/07/21","3864.97","-7.78","-0.20","3902.63","3903.20","3851.26","13316.0","689572.0","1.21831867E8"
"2021/07/20","3872.75","-21.84","-0.56","3870.05","3916.94","3852.23","17863.0","789034.0","1.22920161E8"
"2021/07/19","3894.59","-2.05","-0.05","3864.25","3900.89","3839.74","17757.0","776163.0","1.2351744E8"
"2021/07/16","3896.64","-60.50","-1.53","3947.62","3947.62","3876.21","14985.0","789423.0","1.25168681E8"
"2021/07/15","3957.14","66.42","1.71","3893.17","3965.36","3892.87","20952.0","826429.0","1.27128547E8"
"2021/07/14","3890.72","-4.95","-0.13","3880.05","3902.32","3850.32","12771.0","667405.0","1.26329453E8"
"2021/07/13","3895.67","44.16","1.15","3863.71","3903.76","3853.01","12876.0","687584.0","1.26069381E8"
"2021/07/12","3851.51","23.67","0.62","3830.06","3876.13","3830.06","13508.0","720246.0","1.23600971E8"
"2021/07/09","3827.84","-37.12","-0.96","3849.43","3849.43","3765.09","20600.0","1033114.0","1.23030468E8"
"2021/07/08","3864.96","-66.04","-1.68","3930.56","3943.03","3853.48","16937.0","794142.0","1.24777135E8"
"2021/07/07","3931.00","-17.75","-0.45","3947.56","3947.56","3902.54","16534.0","667052.0","1.26866542E8"
"2021/07/06","3948.75","18.58","0.47","3932.23","3984.54","3932.23","21717.0","698319.0","1.28047183E8"
"2021/07/05","3930.17","33.90","0.87","3903.69","3951.96","3897.11","15222.0","622828.0","1.26518202E8"
"2021/07/02","3896.27","-37.56","-0.95","3925.02","3925.20","3887.01","16917.0","907306.0","1.25815512E8"
"2021/07/01","3933.83","-30.14","-0.76","3965.08","3970.12","3926.35","14882.0","800889.0","1.27525465E8"
"2021/06/30","3963.97","55.13","1.41","3910.59","3976.59","3910.59","20025.0","1066484.0","1.29860827E8"
"2021/06/29","3908.84","20.33","0.52","3904.41","3938.92","3899.66","14362.0","676862.0","1.27586634E8"
"2021/06/28","3888.51","-7.98","-0.20","3895.73","3912.33","3878.56","13685.0","685596.0","1.27990664E8"
"2021/06/25","3896.49","55.43","1.44","3858.24","3904.05","3858.16","14955.0","774929.0","1.29724059E8"
"2021/06/24","3841.06","11.98","0.31","3836.75","3857.74","3822.14","16869.0","845835.0","1.27458643E8"
"2021/06/23","3829.08","17.23","0.45","3815.68","3843.29","3815.68","16719.0","740354.0","1.26014776E8"
"2021/06/22","3811.85","9.67","0.25","3808.20","3836.73","3804.34","13369.0","589936.0","1.24517443E8"
"2021/06/21","3802.18","-62.36","-1.61","3859.97","3859.97","3789.15","15220.0","754684.0","1.24396976E8"
"2021/06/18","3864.54","14.77","0.38","3850.87","3906.90","3850.87","18565.0","745921.0","1.26802307E8"
"2021/06/17","3849.77","22.92","0.60","3821.88","3856.76","3785.01","12968.0","648638.0","1.27944944E8"
"2021/06/16","3826.85","21.92","0.58","3806.42","3832.06","3787.58","10342.0","521835.0","1.29627836E8"
"2021/06/15","3804.93","17.78","0.47","3792.90","3821.31","3792.90","11604.0","572723.0","1.2869477E8"
"2021/06/14","3787.15","-17.95","-0.47","3806.61","3809.60","3774.26","8894.0","460489.0","1.27452552E8"
"2021/06/11","3805.10","38.57","1.02","3769.86","3812.68","3769.86","13356.0","867638.0","1.28337757E8"
"2021/06/10","3766.53","20.08","0.54","3746.67","3791.44","3733.57","15100.0","886609.0","1.24626842E8"
"2021/06/09","3746.45","-74.85","-1.96","3821.76","3822.74","3745.69","16204.0","1065793.0","1.24071154E8"
"2021/06/08","3821.30","-36.26","-0.94","3854.77","3859.43","3809.44","13402.0","796667.0","1.28186324E8"
"2021/06/07","3857.56","-7.90","-0.20","3878.33","3912.09","3845.98","14447.0","683595.0","1.29263675E8"
"2021/06/04","3865.46","-37.25","-0.95","3896.50","3896.50","3825.33","14580.0","711300.0","1.29333144E8"
"2021/06/03","3902.71","100.31","2.64","3808.06","3922.98","3807.18","31038.0","1154730.0","1.30113554E8"
"2021/06/02","3802.40","-10.75","-0.28","3817.06","3834.66","3788.87","14456.0","700712.0","1.26960731E8"
"2021/06/01","3813.15","32.84","0.87","3781.78","3819.92","3762.64","11447.0","633166.0","1.28731581E8"
"2021/05/31","3780.31","4.34","0.11","3777.81","3788.39","3747.81","11874.0","571752.0","1.27371301E8"
"2021/05/28","3775.97","-7.97","-0.21","3791.08","3800.24","3760.13","10552.0","515517.0","1.26003737E8"
"2021/05/27","3783.94","49.23","1.32","3744.15","3788.24","3698.39","17009.0","922828.0","1.2643743E8"
"2021/05/26","3734.71","-3.26","-0.09","3740.09","3760.23","3720.82","12399.0","647729.0","1.24194096E8"
"2021/05/25","3737.97","43.71","1.18","3718.68","3761.72","3718.68","12489.0","665216.0","1.24252377E8"
"2021/05/24","3694.26","-106.98","-2.81","3800.88","3800.88","3692.78","15484.0","746976.0","1.21478983E8"
"2021/05/21","3801.24","0.52","0.01","3808.06","3852.07","3786.99","18268.0","942120.0","1.24715128E8"
"2021/05/20","3800.72","60.48","1.62","3738.89","3809.36","3716.90","20962.0","1024141.0","1.24733626E8"
"2021/05/18","3740.24","57.07","1.55","3687.00","3747.26","3671.86","16437.0","791587.0","1.23031366E8"
"2021/05/17","3683.17","-39.58","-1.06","3731.52","3780.75","3653.04","19400.0","892870.0","1.20055464E8"
"2021/05/14","3722.75","117.02","3.25","3627.65","3724.26","3627.65","21307.0","956890.0","1.21175164E8"
"2021/05/13","3605.73","-98.00","-2.65","3688.80","3688.80","3588.57","27483.0","1335799.0","1.19067615E8"
"2021/05/12","3703.73","-37.47","-1.00","3740.69","3762.16","3659.75","22766.0","1422946.0","1.21536585E8"
"2021/05/11","3741.20","-136.88","-3.53","3872.55","3872.55","3718.21","28535.0","1760445.0","1.24286285E8"
"2021/05/10","3878.08","36.68","0.95","3844.16","3882.88","3829.59","18527.0","837790.0","1.30453173E8"
"2021/05/07","3841.40","8.66","0.23","3839.24","3856.26","3818.38","15081.0","779776.0","1.29722987E8"
"2021/05/06","3832.74","-37.85","-0.98","3869.15","3869.15","3802.16","19683.0","961851.0","1.29283202E8"
"2021/05/04","3870.59","18.35","0.48","3849.45","3875.19","3774.04","20328.0","792228.0","1.31691071E8"
"2021/05/03","3852.24","-20.18","-0.52","3872.85","3940.15","3836.17","19862.0","952406.0","1.3118634E8"
"2021/04/30","3872.42","-30.17","-0.77","3908.34","3922.78","3820.84","19442.0","975338.0","1.29146867E8"
"2021/04/29","3902.59","-51.27","-1.30","3966.28","3993.24","3864.62","22854.0","1075922.0","1.30767478E8"
"2021/04/28","3953.86","-172.35","-4.18","4126.58","4128.39","3936.79","29727.0","1405453.0","1.31469457E8"
"2021/04/27","4126.21","-12.44","-0.30","4134.47","4154.06","4095.92","20630.0","941454.0","1.36741361E8"
"2021/04/26","4138.65","13.48","0.33","4127.69","4150.79","4117.53","23451.0","889721.0","1.34592454E8"
"2021/04/23","4125.17","17.13","0.42","4084.59","4127.40","4035.06","23212.0","1137536.0","1.35031962E8"
"2021/04/22","4108.04","19.16","0.47","4094.48","4143.29","4094.48","26674.0","1045049.0","1.35125251E8"
"2021/04/21","4088.88","-57.36","-1.38","4141.44","4141.44","4072.80","36358.0","1386321.0","1.34560268E8"
"2021/04/20","4146.24","17.37","0.42","4124.45","4148.60","4086.37","35161.0","1122112.0","1.39167617E8"
